Short films,Mx8Ngx4rwT9j95wpEbGdrcN5Y29ycB4rv973YpwpEbGdrcN5Y29ycB4rLPVLTnS7EdaAAACgyZzFrg,"[:GenreFn, :""Movie-CW"", :""PropositionalConceptualWork-ShortGenre""]",0.0
Dice games,Mx4rwRR6k5wpEbGdrcN5Y29ycA,DiceGame,0.61538
Manned spacecraft,Mx4rv28VbJwpEbGdrcN5Y29ycA,MannedSpacecraft,0.68293
Command vehicles,Mx4rv622FZwpEbGdrcN5Y29ycA,CommandVehicle,0.0
Light tanks,Mx4rvpEML5wpEbGdrcN5Y29ycA,LightTank,0.75
Main battle tanks,Mx4rwQB8vpwpEbGdrcN5Y29ycA,Tank-Vehicle,0.75
Iranian politicians,Mx8NhB4rcacO5KgcQdidVfCUDYB6bg-SSXJhbmlhbiBwb2xpdGljaWFuHiu9WKLZnCkRsZ2tw3ljb3JwD6RlNzgzYTQ3MC0zNjhiLTQxZGEtODRiZi1iNzViNzQ0YWM0ODA,"[:""InstanceNamedFn-Ternary"", ""Iranian politician"", :PersonTypeByOccupation, ""e783a470-368b-41da-84bf-b75b744ac480""]",0.42381
Belarusian people,Mx4rc0angC0SQdiedoMm8n1DZw,BelarusianPerson,0.13057
Sex toys,Mx4rvmgI2ZwpEbGdrcN5Y29ycA,SexToy,0.28571
Pontiac vehicles,Mx4rvVj6apwpEbGdrcN5Y29ycA,PontiacCar,0.92537
Algerian people,Mx4rvVjJJZwpEbGdrcN5Y29ycA,AlgerianPerson,0.18354
Armenian people,Mx4rvaMeBZwpEbGdrcN5Y29ycA,ArmenianPerson,0.28
Brazilian people,Mx4rvVkD65wpEbGdrcN5Y29ycA,BrazilianPerson,0.22678
Icelandic people,Mx4rvVjcL5wpEbGdrcN5Y29ycA,IcelandicPerson,0.25532
Jamaican people,Mx4rvVkI1JwpEbGdrcN5Y29ycA,JamaicaPerson,0.20313
Liberal arts colleges,Mx4rv-_9mpwpEbGdrcN5Y29ycA,LiberalArtsCollege,0.0423
Balloons (aircraft),Mx4rvVjsl5wpEbGdrcN5Y29ycA,Balloon,0.0625
Saudi Arabian people,Mx4rvViB5pwpEbGdrcN5Y29ycA,SaudiPerson,0.43684
Portuguese people,Mx4rvVkI_ZwpEbGdrcN5Y29ycA,PortuguesePerson,0.3836
Kenyan people,Mx4rvVibHZwpEbGdrcN5Y29ycA,KenyanPerson,0.28889
Web directories,Mx4rwDdJkpwpEbGdrcN5Y29ycA,WebDirectoryPage,0.59375
Indian politicians,Mx8Ngx4rwEcGC5wpEbGdrcN5Y29ycB4rvVjYg5wpEbGdrcN5Y29ycB4rvVjntpwpEbGdrcN5Y29ycA,"[:CollectionIntersection2Fn, :IndianCitizenOrSubject, :Politician]",0.33181
Game designers,Mx4rLfbcvPyfQdaFdslUdDTaEQ,GameDesigner,0.78295
Barcodes,Mx4rvq3c4pwpEbGdrcN5Y29ycA,Barcode,0.0
Science fiction writers,Mx4rwU0CYJwpEbGdrcN5Y29ycA,ScienceFictionWriter,0.39412
Pharaohs,Mx4rwQCWlpwpEbGdrcN5Y29ycA,Pharaoh-HeadOfState,0.86864
Microcontrollers,Mx4rqHJeCBycQdicu_GAkQomZg,Microcontroller,0.16
Mongolian people,Mx4rvVkJapwpEbGdrcN5Y29ycA,MongolianPerson,0.32
Chevrolet vehicles,Mx4rvVi1pZwpEbGdrcN5Y29ycA,ChevroletCar,0.94231
Pakistani people,Mx4rvVjPapwpEbGdrcN5Y29ycA,PakistaniPerson,0.50987
Baseball pitches,Mx4rzJgGoR6TEdeIswACs2TnIQ,BaseballPitch,0.03704
Baseball umpires,Mx4rvVjQmpwpEbGdrcN5Y29ycA,BaseballUmpire,0.00532
Airborne divisions,Mx4r3nMcPO0-QdeBzvdPIWQXNA,AirborneDivision,0.0
Moroccan people,Mx4rvVjOCpwpEbGdrcN5Y29ycA,MoroccanPerson,0.18613
Ethiopian people,Mx4rvVim-pwpEbGdrcN5Y29ycA,EthiopianPerson,0.16
Man-made disasters,Mx4rvY49wZwpEbGdrcN5Y29ycA,ManMadeDisaster,0.01587
Armored divisions,Mx4r9o6nBJ8gEdaAAACQJ5pcGA,ArmoredDivision,0.64706
Golf tournaments,Mx4rvvTIC5wpEbGdrcN5Y29ycA,GolfTournament,0.63934
Dodge vehicles,Mx4rvViK3ZwpEbGdrcN5Y29ycA,DodgeCar,0.91176
Plymouth vehicles,Mx4rvVkLpJwpEbGdrcN5Y29ycA,PlymouthCar,0.93023
Volvo Cars,Mx4rvVkLUJwpEbGdrcN5Y29ycA,VolvoCar,0.57576
Radio programs,Mx4rvrPdMZwpEbGdrcN5Y29ycA,RadioShow-CW,0.30631
Opioid antagonists,Mx4rLdVoMPTXTO63aQl0_rUKcA,OpioidReceptorAntagonist,0.78947
Ugandan people,Mx4rvVjlgpwpEbGdrcN5Y29ycA,UgandanPerson,0.2
Funnel-web spiders,Mx4rcOb_NMnbQdeG2I4VIiYyBg,FunnelWebSpider,0.88889
Radio personalities,Mx4rvy3DbpwpEbGdrcN5Y29ycA,RadioPersonality,0.55396
Tanzanian people,Mx4rvVia3ZwpEbGdrcN5Y29ycA,TanzanianPerson,0.20339
Honor societies,Mx4rv4lMN5wpEbGdrcN5Y29ycA,HonorSociety,0.51064
Spaceports,Mx4rO34Rci_JEdyAAAACs6hRXg,SpaceLaunchFacility,0.25
Support groups,Mx4rvkE5WJwpEbGdrcN5Y29ycA,SupportGroup,0.31034
Dutch scientists,Mx8Ngx4rwEcGC5wpEbGdrcN5Y29ycB4rvViNRpwpEbGdrcN5Y29ycB4rvVj755wpEbGdrcN5Y29ycA,"[:CollectionIntersection2Fn, :DutchPerson, :Scientist]",0.88038
Sex positions,Mx4rwSwf1pwpEbGdrcN5Y29ycA,SexualPositionType,0.0
Cable-stayed bridges,Mx4rXeBlaJUeEdqAAAACs6hRXg,CableStayedBridge,0.95
X window managers,Mx4rwVEcdZwpEbGdrcN5Y29ycA,XWindowManagerProgram,0.90196
Muscle cars,Mx4rviM0x5wpEbGdrcN5Y29ycA,MuscleCar,0.68478
Squash players,Mx4rPcOogfRgSYelpn-qt6raXg,SquashPlayer,0.44444
Namibian people,Mx4rvVjSv5wpEbGdrcN5Y29ycA,NamibianPerson,0.31034
Tunisian people,Mx4rv6rsf5wpEbGdrcN5Y29ycA,TunisianPerson,0.26875
Greek letters,Mx4rvVkIKJwpEbGdrcN5Y29ycA,GreekLetter,0.25
Trinidad and Tobago people,Mx4rvVkFvJwpEbGdrcN5Y29ycA,TrinidadAndTobagoPerson,0.27632
Syrian people,Mx4rvVkLE5wpEbGdrcN5Y29ycA,SyrianPerson,0.32039
Soviet people,Mx4rvVi0UpwpEbGdrcN5Y29ycA,SovietUnionPerson,0.27041
Professional wrestlers,Mx8Ngh4rvpcO4pwpEbGdrcN5Y29ycB4rwByumpwpEbGdrcN5Y29ycA,"[:ProfessionalFn, :Wrestler]",0.82836
Jordanian people,Mx4rvVinlJwpEbGdrcN5Y29ycA,JordanianPerson,0.23958
Sudanese people,Mx4rvViHYpwpEbGdrcN5Y29ycA,SudanPerson,0.38938
Kuwaiti people,Mx4rvVjFSJwpEbGdrcN5Y29ycA,KuwaitiPerson,0.43678
Indonesian people,Mx4rvVj_VpwpEbGdrcN5Y29ycA,IndonesianPerson,0.15815
Consumer electronics,Mx4rLYESowhuEduVMwDggVaqog,ConsumerElectronics-SubIndustrySP,0.42955
Mauritanian people,Mx4rvViywJwpEbGdrcN5Y29ycA,MauritanianPerson,0.07895
Softball players,Mx4rF4p0N--kTPaXShQttQIbVg,SoftballPlayer,0.85
Greatest hits albums,Mx4rpC0M3uYRQdaMgfF3U2mGqQ,GreatestHitsAlbum-CW,0.82353
Internet service providers,Mx4rvhx2A5wpEbGdrcN5Y29ycA,InternetServiceProvider,0.05085
Burundian people,Mx4rvVj5yJwpEbGdrcN5Y29ycA,BurundiPerson,0.12195
Computer storage media,Mx4rvu-5cpwpEbGdrcN5Y29ycA,ComputerInformationStorageMedia,0.21875
Nissan vehicles,Mx4rvVjRypwpEbGdrcN5Y29ycA,NissanCar,0.93889
Nilo-Saharan languages,Mx4rvVjWCJwpEbGdrcN5Y29ycA,Nilo-SaharanLanguageFamily,0.83178
Saharan languages,Mx4rvVjhJZwpEbGdrcN5Y29ycA,SaharanLanguageFamily,0.90909
Electrical connectors,Mx4rvVjx5ZwpEbGdrcN5Y29ycA,ElectricalConnector,0.07407
Nepalese people,Mx4rvVipe5wpEbGdrcN5Y29ycA,NepalesePerson,0.32031
Horse breeds,Mx4rwH6P3JwpEbGdrcN5Y29ycA,Horse-DomesticatedTypeByBreed,0.18182
Honda vehicles,Mx4rvVjJCZwpEbGdrcN5Y29ycA,HondaCar,0.36519
Rotorcraft,Mx4rwT13G5wpEbGdrcN5Y29ycA,RotaryWingAircraft,0.90955
Jeep vehicles,Mx4rvVj4EpwpEbGdrcN5Y29ycA,JeepBrandCar,0.89189
Voice actors,Mx4rvkb6BZwpEbGdrcN5Y29ycA,Actor-Voice,0.87558
210s,Mx4rv0Iud5wpEbGdrcN5Y29ycA,Volvo210SCar,0.0
360s,Mx4rvYAOE5wpEbGdrcN5Y29ycA,IBM360Mainframe,0.0
1040s,Mx4rwP1H4pwpEbGdrcN5Y29ycA,TaxForm-1040,0.0
Computer storage devices,Mx4rvViQUJwpEbGdrcN5Y29ycA,ComputerStorageDevice,0.07143
Vietnamese people,Mx4rvVioFJwpEbGdrcN5Y29ycA,VietnamesePerson,0.29258
Anatolian languages,Mx4rvVj-xpwpEbGdrcN5Y29ycA,AnatolianLanguageFamily,0.75
Academy Awards ceremonies,Mx4rvtz5jZwpEbGdrcN5Y29ycA,AcademyAwardsCeremony,0.22222
Tropical storms,Mx4rqp1HtzaZRPqhjQw0Rp8vPg,TropicalStormAsEvent,0.95
Iraqi people,Mx4rvViOlpwpEbGdrcN5Y29ycA,IraqiPerson,0.2707
Albanian people,Mx4rvVjc5pwpEbGdrcN5Y29ycA,AlbanianPerson,0.30914
Pulitzer Prizes,Mx4rnwp8qCnYQdiOluNFVRaqRQ,PulitzerPrize,0.06742
Toyota vehicles,Mx4rvVkFapwpEbGdrcN5Y29ycA,ToyotaCar,0.95
Opera genres,Mx4rX7xb_nS_EdaAAACgyZzFrg,MusicalComposition-Opera,0.66667
Tall ships,Mx4rwQCSj5wpEbGdrcN5Y29ycA,TallShip,0.85267
Motorcycle manufacturers,Mx8Ngh4rvkpzWpwpEbGdrcN5Y29ycB4rvVkEdJwpEbGdrcN5Y29ycA,"[:ManufacturerFn, :Motorcycle]",0.83333
Tony Awards,Mx4rAX-TnLKBEd2AAAAhm0jtOQ,AntoinettePerryAwardForExcellenceInTheater,0.02205
Procedural programming languages,Mx4rs7ukmU96TQSajT_TPZmFaA,ProceduralProgrammingLanguage,0.7651
Honda motorcycles,Mx4rotci6tSaEdqAAAACs0uFOQ,HondaMotorcycle,0.95
Badminton players,Mx4rR2B2TguxT1WmHq9ttU8e_w,BadmintonPlayer,0.95
Grammy Awards,Mx4rwBOVJ5wpEbGdrcN5Y29ycA,GrammyAward,0.02759
North Korean people,Mx4rvViH85wpEbGdrcN5Y29ycA,NorthKoreanPerson,0.17188
Fiat vehicles,Mx4rv6NpI5wpEbGdrcN5Y29ycA,FiatCar,0.86849
Camelids,Mx4rFd66dEaDSWqrQmBiDCW2BQ,Camelidae,0.05714
Korean people,Mx4rvVjRdJwpEbGdrcN5Y29ycA,KoreanPerson,0.25
Eritrean people,Mx4rv_v66pwpEbGdrcN5Y29ycA,EritreanPerson,0.30952
Cattle breeds,Mx4rjnZWUyYfEdaGOQACs0uFOQ,Cattle-DomesticatedTypeByBreed,0.20833
Fantasy films,Mx4rvgBRx5wpEbGdrcN5Y29ycA,FantasyMovie,0.70774
Woodland salamanders,Mx4rEjktbKjHTHW2rDMNJzX0Eg,WoodlandSalamander,0.95
Tennis tournaments,Mx4rv0ThwJwpEbGdrcN5Y29ycA,TennisTournament,0.8
Uto-Aztecan languages,Mx4rvVii6ZwpEbGdrcN5Y29ycA,Uto-AztecanLanguageFamily,0.85897
Bangladeshi people,Mx4rvViEGpwpEbGdrcN5Y29ycA,BangladeshPerson,0.44118
Open clusters,Mx4rv5yayZwpEbGdrcN5Y29ycA,OpenCluster,0.21429
Globular clusters,Mx4rvk4MQZwpEbGdrcN5Y29ycA,GlobularCluster,0.5
Star clusters,Mx4rwTU7epwpEbGdrcN5Y29ycA,StarCluster,0.4
Metropolitan areas,Mx4rVylQ3r7qQdeO3dd51Ybqhw,MetropolitanArea,0.008
Sri Lankan people,Mx4rvVitqpwpEbGdrcN5Y29ycA,SriLankanPerson,0.37905
G proteins,Mx4rpwLyDumfTIKaYsDZDY3trw,GProteinMolecule,0.66667
American journalists,Mx8Ngx4rwEcGC5wpEbGdrcN5Y29ycB4rvVj1zpwpEbGdrcN5Y29ycB4rvVj-ypwpEbGdrcN5Y29ycA,"[:CollectionIntersection2Fn, :UnitedStatesPerson, :Journalist]",0.83999
Music awards,Mx8Ngx4rwIix25wpEbGdrcN5Y29ycB4rvVjcNpwpEbGdrcN5Y29ycB4rvVjOJpwpEbGdrcN5Y29ycA,"[:SubcollectionOfAboutFn, :AwardPractice, :Music]",0.49351
Gymnastics apparatus,Mx4rvVinwJwpEbGdrcN5Y29ycA,GymnasticsApparatus,0.22222
Album covers,Mx4rbW6WM1t2RTq3AeT1hzz_fQ,AlbumCoverArtwork,0.0
Figure skaters,Mx4rvrL9TJwpEbGdrcN5Y29ycA,FigureSkater,0.15789
Poker players,Mx4r3lffdLWzEd2AAAAhm0vLxw,PokerPlayer,0.6
Buddhists,Mx4rwQBTwZwpEbGdrcN5Y29ycA,BuddhistPerson,0.61397
Emission nebulae,Mx4rv9gdAZwpEbGdrcN5Y29ycA,EmissionNebula,0.25
Nuclear tests,Mx4rvoW70ZwpEbGdrcN5Y29ycA,NuclearWeaponsTesting,0.01818
Muslims,Mx4rwQB3sJwpEbGdrcN5Y29ycA,MuslimPerson,0.57774
Sunni Muslims,Mx4r15hkSHRdQdiIFOMT5crSAg,SunniMuslimPerson,0.65957
Smartphones,Mx4rxBrEEqXFEd2AAABQjYGu0g,Smartphone,0.82203
Elliptical galaxies,Mx4rvnonkJwpEbGdrcN5Y29ycA,EllipticalGalaxy,0.93651
Proteobacteria,Mx4rtib8dvzkEduAAADggVbxzQ,Proteobacterium,0.16811
Firmicutes,Mx4rvWWSu5wpEbGdrcN5Y29ycA,Firmicutes-Division,0.2243
Protista,Mx4rvVimKZwpEbGdrcN5Y29ycA,ProtistaKingdom,0.80275
Olympic medals,Mx4rvVjb85wpEbGdrcN5Y29ycA,OlympicMedal,0.21739
Baptists,Mx4rbVfkVuiFEdedVwACs6hcsw,BaptistPerson,0.55
Methodists,Mx4rwG2l65wpEbGdrcN5Y29ycA,MethodistPerson,0.63819
Grenade launchers,Mx4rvcqZNpwpEbGdrcN5Y29ycA,GrenadeLauncher,0.86957
Astronomical objects,Mx4rvVjReJwpEbGdrcN5Y29ycA,AstronomicalObject,0.64602
Music festivals,Mx4rZYLIirWUEd2AAAAhm0vLxw,MusicFestival,0.42672
Mauritian people,Mx4rvVj3-JwpEbGdrcN5Y29ycA,MauritiusPerson,0.20225
Khoikhoi,Mx4rvVjDPZwpEbGdrcN5Y29ycA,EthnicGroupOfHottentots,0.58
Afghan people,Mx4rvVjT-5wpEbGdrcN5Y29ycA,AfghanPerson,0.28571
Organic acids,Mx4r4H8sQxDBQLm13RDOEnW1bw,OrganicAcid,0.03365
Angus,Mx4roXxuPjgNEdqAAAACs6hRXg,BlackAngusCattle,0.03279
Cities in England,Mx8Ngh4rv3A7TpwpEbGdrcN5Y29ycB4rvViWaZwpEbGdrcN5Y29ycA,"[:CityInCountryFn, :England]",0.03333
Stratovolcanoes,Mx4rU1HXyjPGEduAAAACs6hRXg,Stratovolcano,0.89926
Cinder cones,Mx4ryvwmwjPGEduAAAACs6hRXg,CinderCone,0.12676
English suffixes,Mx4rvxz2p5wpEbGdrcN5Y29ycA,EnglishSuffix,0.33333
PDE5 inhibitors,Mx4rrSL4ipGMEd2AAADggVbxzQ,PDE5SelectiveInhibitorType,0.82609
Midget submarines,Mx4rwoI4fEZXS9i4-VAPmIk2UA,MidgetSubmarine,0.93333
Reflection nebulae,Mx4rvuRRipwpEbGdrcN5Y29ycA,ReflectionNebula,0.44444
Gabonese people,Mx4rvVkDlpwpEbGdrcN5Y29ycA,GabonPerson,0.13043
Military occupations,Mx4rv5kg0JwpEbGdrcN5Y29ycA,MilitaryOccupation,0.21429
PlayStation games,Mx8Ngh4rv7PxH5wpEbGdrcN5Y29ycB4rvuZBeJwpEbGdrcN5Y29ycA,"[:GameForSystemFn, :""SonyPlayStation-TheProduct""]",0.95
Malawian people,Mx4rvVkDEpwpEbGdrcN5Y29ycA,MalawiPerson,0.16883
Yamaha motorcycles,Mx4rvtnL1pwpEbGdrcN5Y29ycA,YamahaMotorcycle,0.95
Political philosophers,Mx4rvkBZgZwpEbGdrcN5Y29ycA,PoliticalPhilosopher,0.83261
Infographics,Mx4rtcdWImETEdqAAAACs71DGQ,Infographic,0.0458
Style guides,Mx4rv3EEsJwpEbGdrcN5Y29ycA,WritingStyleGuide,0.11429
Economic indicators,Mx4rwMrPgZwpEbGdrcN5Y29ycA,EconomicIndexPredicate,0.0
Suzuki vehicles,Mx4rvViZfpwpEbGdrcN5Y29ycA,SuzukiCar,0.35644
Anti-aircraft weapons,Mx4rvsMA45wpEbGdrcN5Y29ycA,AntiAircraftWeapon,0.54795
Anti-tank weapons,Mx4rv3QNV5wpEbGdrcN5Y29ycA,AntiTankWeapon,0.13559
BMW motorcycles,Mx4rwHiE9JwpEbGdrcN5Y29ycA,BMWMotorcycle,0.95
Libyan people,Mx4rvViQwJwpEbGdrcN5Y29ycA,LibyanPerson,0.23944
Space agencies,Mx4r1dWSMrRgEd2AAAAhm0vLxw,SpaceAgency,0.20833
Colombian people,Mx4rvVjGEpwpEbGdrcN5Y29ycA,ColombianPerson,0.16412
Electronics engineers,Mx8NhB4rcacO5KgcQdidVfCUDYB6bg-UZWxlY3Ryb25pY3MgZW5naW5lZXIeK71YotmcKRGxna3DeWNvcnAPpGY5MzgwYWNlLWVmNzgtMTFkYi04MDAwLTAwMDJiM2EzMzE0MQ,"[:""InstanceNamedFn-Ternary"", ""electronics engineer"", :PersonTypeByOccupation, ""f9380ace-ef78-11db-8000-0002b3a33141""]",0.66949
Circus performers,Mx4rQhDAcl6RQdmSlPM2Fmr2jw,CircusPerformer,0.84592
NASCAR drivers,Mx4rUnJ52rWxEd2AAAAhm0vLxw,NASCARDriver,0.91851
Archaeological sites,Mx4rjBdVKiTVQdebL5WJE5yY6g,ArchaeologicalSite,0.01156
Anglicans,Mx4rTY6RYCZXEdaAAACQJ5pcGA,AnglicanPerson,0.56537
Encryption devices,Mx4rSkeQwg9ARuyE8HPJDaUyIQ,EncryptionDevice,0.07692
Game show hosts,Mx4rwDAgvJwpEbGdrcN5Y29ycA,GameShowHost,0.71074
Breakfast cereals,Mx4rvVjxRJwpEbGdrcN5Y29ycA,BreakfastCereal,0.47826
Marine biologists,Mx4rvVikgpwpEbGdrcN5Y29ycA,MarineBiologist,0.87059
Chilean people,Mx4rvViNdZwpEbGdrcN5Y29ycA,ChileanPerson,0.25201
Military tactics,Mx4rYEIevGv6QdmEkv4NUu3e8A,MilitaryTactic,0.01036
Music videos,Mx4rwLSaF5wpEbGdrcN5Y29ycA,MusicVideo,0.02068
Presidents of Iran,Mx4rRcJbkluqEdqAAAACs0uFOQ,PresidentOfIran,0.47059
Iranian Vice Presidents,Mx4rO4TOQmtWEdqAAAACs0uFOQ,IranianVicePresident,0.32353
Azerbaijani people,Mx4rvYptj5wpEbGdrcN5Y29ycA,AzerbaijaniPerson,0.19805
Macintosh computers,Mx4rvViqupwpEbGdrcN5Y29ycA,MacintoshComputer,0.02128
Medical tests,Mx4rwP1TiZwpEbGdrcN5Y29ycA,MedicalTesting,0.16923
Food ingredients,Mx4rvVjaKpwpEbGdrcN5Y29ycA,FoodIngredientOnly,0.13922
Isuzu vehicles,Mx4rvVjHCpwpEbGdrcN5Y29ycA,IsuzuCar,0.95
Visual arts,Mx4rwHAYNpwpEbGdrcN5Y29ycA,VisualArtActivity,0.00207
American diplomats,Mx8Ngx4rwEcGC5wpEbGdrcN5Y29ycB4rvVj1zpwpEbGdrcN5Y29ycB4rv5VvH5wpEbGdrcN5Y29ycA,"[:CollectionIntersection2Fn, :UnitedStatesPerson, :Diplomat]",0.45942
Polish priests,Mx8Ngx4rwEcGC5wpEbGdrcN5Y29ycB4rvVjNdZwpEbGdrcN5Y29ycB4rvVrx15wpEbGdrcN5Y29ycA,"[:CollectionIntersection2Fn, :PolishPerson, :Priest]",0.68354
Singaporean people,Mx4rvVi6apwpEbGdrcN5Y29ycA,SingaporePerson,0.37846
Anseriformes,Mx4r8dJqzy4hQqapNWec3lUC7Q,Anseriformes,0.95
Artificial islands,Mx4ri_UsKK-rEdqVZgDggVbyFw,ArtificialIsland,0.4058
French businesspeople,Mx8Ngx4rwEcGC5wpEbGdrcN5Y29ycB4rwPzQ6pwpEbGdrcN5Y29ycB4rwQw1P5wpEbGdrcN5Y29ycA,"[:CollectionIntersection2Fn, :BusinessPerson, :FrenchPerson]",0.88949
Thiols,Mx4rdg0vztztSduHNJ3nzsdXvA,Thiol,0.02564
Tank guns,Mx4rwJzqcJwpEbGdrcN5Y29ycA,TankCannon,0.95
Computer buses,Mx4rvVkAxZwpEbGdrcN5Y29ycA,ComputerBus,0.15385
Electric bass guitars,Mx4rvp9d55wpEbGdrcN5Y29ycA,BassGuitar-Electric,0.59375
Sports films,Mx4rv1p6J5wpEbGdrcN5Y29ycA,SportsMovie,0.76495
Rock formations,Mx4rvXjEMiTfQdeQH6duDrqoeQ,RockFormation,0.28824
Money managers,Mx4rvhSw4pwpEbGdrcN5Y29ycA,MoneyManager,0.87302
Cucurbitales,Mx4rvVjvbpwpEbGdrcN5Y29ycA,GourdOrder,0.65217
Haitian people,Mx4rvVkIC5wpEbGdrcN5Y29ycA,HaitianPerson,0.19847
Virtual pets,Mx4rvuag5pwpEbGdrcN5Y29ycA,VirtualPet,0.1039
Manufacturing companies,Mx4rvVjvXpwpEbGdrcN5Y29ycA,ManufacturingCompany,0.79128
Croatian soldiers,Mx8Ngx4rwEcGC5wpEbGdrcN5Y29ycB4rvVjrTpwpEbGdrcN5Y29ycB4rDoU8Yv9ZQdeD0YhJ2FeKpg,"[:CollectionIntersection2Fn, :Soldier, :CroatianPerson]",0.81818
Cambodian people,Mx4rvVj31ZwpEbGdrcN5Y29ycA,CambodianPerson,0.26087
Fagales,Mx4rvVj1OpwpEbGdrcN5Y29ycA,BeechOrder,0.70455
Multi-barrel machine guns,Mx4rve8QGJwpEbGdrcN5Y29ycA,GatlingGun,0.82927
Computer workstations,Mx4rvVj1LJwpEbGdrcN5Y29ycA,ComputerWorkstation,0.28571
Anti-personnel weapons,Mx4rwJbhs5wpEbGdrcN5Y29ycA,AntiPersonnelWeapon,0.95
Maban languages,Mx4rvVipopwpEbGdrcN5Y29ycA,MabanLanguageFamily,0.95
Primitive weapons,Mx4rvVj70pwpEbGdrcN5Y29ycA,PrimitiveWeapon,0.61538
Nuclear bombs,Mx4rwQw2VZwpEbGdrcN5Y29ycA,NuclearBomb,0.82609
Standardized tests,Mx4rwDDErJwpEbGdrcN5Y29ycA,SpecifiedTest-CW,0.36923
Kordofanian languages,Mx4rvViQR5wpEbGdrcN5Y29ycA,KordofanianLanguageFamily,0.95
Cygnus,Mx4rvVjE6JwpEbGdrcN5Y29ycA,Swan,0.95
Iroquois,Mx4rmZH2RMsWEdmAAAACs6hRjg,Iroquois-EthnicGroupOfNewWorldNatives,0.35345
Israeli settlements,Mx4rbepsnIIdEdqAAAACs6hO_g,IsraeliSettlement,0.72093
College football teams,Mx4rvzT0bZwpEbGdrcN5Y29ycA,CollegeFootballTeam,0.00775
Nobel laureates,Mx4rwEJs2ZwpEbGdrcN5Y29ycA,NobelPrizeWinner,0.06378
International auxiliary languages,Mx4rwCAGD5wpEbGdrcN5Y29ycA,InternationalAuxiliaryLanguage,0.70175
French diplomats,Mx8Ngx4rwEcGC5wpEbGdrcN5Y29ycB4rv5VvH5wpEbGdrcN5Y29ycB4rwQw1P5wpEbGdrcN5Y29ycA,"[:CollectionIntersection2Fn, :Diplomat, :FrenchPerson]",0.69138
Thought experiments,Mx4rwDQUKpwpEbGdrcN5Y29ycA,ThoughtExperimenting,0.2
Bicycle parts,Mx4rwQCR15wpEbGdrcN5Y29ycA,BicyclePart,0.4
Narrow gauge railways,Mx4rv_e41JwpEbGdrcN5Y29ycA,Railway-NarrowGauge,0.02899
Seiurus,Mx4rmDhdKK0WEd6eNAAhm0kILA,Seiurus,0.5
Singer-songwriters,Mx8Ngx4rwEcGC5wpEbGdrcN5Y29ycB4r7wQOfEeAEdaAAABQ2sS97h4rvVjiz5wpEbGdrcN5Y29ycA,"[:CollectionIntersection2Fn, :Songwriter, :Singer]",0.91795
Television miniseries,Mx4rwDnDJ5wpEbGdrcN5Y29ycA,TVMiniseries,0.48784
Wilderness areas,Mx4rvgDFxZwpEbGdrcN5Y29ycA,WildernessArea,0.89474
Brown dwarfs,Mx4rvosgJZwpEbGdrcN5Y29ycA,DwarfStar,0.92821
Monumental columns,Mx4rvt102JwpEbGdrcN5Y29ycA,MonumentalColumn,0.5
Official residences,Mx8NhB4rcacO5KgcQdidVfCUDYB6bg-Sb2ZmaWNpYWwgcmVzaWRlbmNlHiu9ZdiAnCkRsZ2tw3ljb3JwD6Q0YWQwZDQ1MC0xN2FmLTQxZDktOWI2My04NWNjMTQzNWU1MDY,"[:""InstanceNamedFn-Ternary"", ""official residence"", :ExistingObjectType, ""4ad0d450-17af-41d9-9b63-85cc1435e506""]",0.0
Zambian people,Mx4rvWGQQJwpEbGdrcN5Y29ycA,ZambiaPerson,0.19403
Integrated development environments,Mx4rQIwEis3-RvW8uhLBkdz5EQ,IntegratedDevelopmentEnvironmentSoftware-Program,0.80543
College football awards,Mx4rIo9mOrKFEd2AAAAhm0jtOQ,CollegeFootballAward,0.81013
Radio networks,Mx4rvgk5sZwpEbGdrcN5Y29ycA,RadioNetwork,0.125
Government reports,Mx4r4mMsCA_iQdiXV_lrDMjqvg,GovernmentReport-CW,0.04762
Comedy troupes,Mx4rv_nEkZwpEbGdrcN5Y29ycA,ComedyTeam,0.27273
Salishan languages,Mx4rvVjG_ZwpEbGdrcN5Y29ycA,SalishanLanguageFamily,0.80435
Athabaskan languages,Mx4rvViWS5wpEbGdrcN5Y29ycA,AthabascanLanguageFamily,0.95
Swiss cheeses,Mx4rv2gJFpwpEbGdrcN5Y29ycA,Swiss-Cheese,0.6
British diplomats,Mx8Ngx4rwEcGC5wpEbGdrcN5Y29ycB4rvVj_jpwpEbGdrcN5Y29ycB4rv5VvH5wpEbGdrcN5Y29ycA,"[:CollectionIntersection2Fn, :BritishPerson, :Diplomat]",0.65409
Heterokonts,Mx4rn4Ys8q0WEd6eNAAhm0kILA,Heterokont,0.36493
Aztec,Mx4rwQrs3ZwpEbGdrcN5Y29ycA,EthnicGroupOfAztecs,0.52679
Actinobacteria,Mx4rwNzJj5wpEbGdrcN5Y29ycA,Actinobacteria-Class,0.84746
Florida Panthers,Mx4rwBJ6y5wpEbGdrcN5Y29ycA,FloridaPanther,0.0
Sierra Leonean people,Mx4rvVi5UpwpEbGdrcN5Y29ycA,SierraLeonePerson,0.26563
Chemical engineers,Mx4rvVj7U5wpEbGdrcN5Y29ycA,ChemicalEngineer,0.55556
Rwandan people,Mx4rvVjO1JwpEbGdrcN5Y29ycA,RwandaPerson,0.35789
